ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
1dm,Li1.6Al0.6Ge1.4P3O12,,Li1.6 Al0.6 Ge1.4 P3 O12,0.000284,,,,,,,,,,,nasicon,10.1021/acsami.8b00842,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
xnb,Li5B2P(H2S)4,,Li5 B2 P1 H8 S4,0.0018,,,,,,,,,,,argyrodites,10.1021/acsomega.8b00377,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
5gj,Li6.1Ge0.1P0.9S5I1,,Li6.1 Ge0.1 P0.9 S5 I1,8.86e-06,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
t17,Li6.15Ge0.15P0.85S5I1,,Li6.15 Ge0.15 P0.85 S5 I1,3.93e-05,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
kf7,Li6.2Ge0.2P0.8S5I1,,Li6.2 Ge0.2 P0.8 S5 I1,3.19e-05,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
utv,Li6.25Ge0.25P0.75S5I1,,Li6.25 Ge0.25 P0.75 S5 I1,0.00015,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
q9f,Li6.3Ge0.3P0.7S5I1,,Li6.3 Ge0.3 P0.7 S5 I1,0.00065,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
5qw,Li6.4Ge0.4P0.6S5I1,,Li6.4 Ge0.4 P0.6 S5 I1,0.0015,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
znj,Li6.5Ge0.5P0.5S5I1,,Li6.5 Ge0.5 P0.5 S5 I1,0.00186,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
pa1,Li6.6Ge0.6P0.4S5I1,,Li6.6 Ge0.6 P0.4 S5 I1,0.00521,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available；close match: Yes；close match DOI: 10.1021/jacs.1c11571; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
lxk,Li6.7Ge0.7P0.3S5I1,,Li6.7 Ge0.7 P0.3 S5 I1,0.00554,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
1m8,Li6.8Ge0.8P0.2S5I1,,Li6.8 Ge0.8 P0.2 S5 I1,0.00258,,,,,,,,,,,argyrodites,10.1021/jacs.8b10282,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
a8v,Li6.025Si0.025P0.975S5Br1,,Li6.025 Si0.025 P0.975 S5 Br1,0.000878,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
09w,Li6.05Si0.05P0.95S5Br1,,Li6.05 Si0.05 P0.95 S5 Br1,0.000437,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
x2v,Li6.075Si0.075P0.925S5Br1,,Li6.075 Si0.075 P0.925 S5 Br1,0.000873,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
bnh,Li6.1Si0.1P0.95S5Br1,,Li6.1 Si0.1 P0.95 S5 Br1,0.000799,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
x9d,Li6.125Si0.125P0.875S5Br1,,Li6.125 Si0.125 P0.875 S5 Br1,0.000902,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
ish,Li6.175Si0.175P0.825S5Br1,,Li6.175 Si0.175 P0.825 S5 Br1,0.000931,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
iiy,Li6.2Si0.2P0.8S5Br1,,Li6.2 Si0.2 P0.8 S5 Br1,0.00169,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
3zo,Li6.225Si0.225P0.775S5Br1,,Li6.225 Si0.225 P0.775 S5 Br1,0.00108,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
vj7,Li6.25Si0.25P0.75S5Br1,,Li6.25 Si0.25 P0.75 S5 Br1,0.00141,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
wsd,Li6.3Si0.3P0.7S5Br1,,Li6.3 Si0.3 P0.7 S5 Br1,0.00165,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
10s,Li6.35Si0.35P0.65S5Br1,,Li6.35 Si0.35 P0.65 S5 Br1,0.00234,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
fkj,Li6.5Si0.5P0.5S5Br1,,Li6.5 Si0.5 P0.5 S5 Br1,0.00219,,,,,,,,,,,argyrodites,10.1039/c7ta08581h,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
ard,LiTa2PO8,,Li1 Ta2 P1 O8,0.0016,,,,,,,,,,,oxides,10.1039/c8ta09170f,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2018,,,,,
de5,Li3InCl6,,Li3 In1 Cl6,0.00204,,,,,,,,,,,halides,10.1002/anie.201909805,1,data/database/obelix/processed/all-v1.csv,,,,partial occupancy corrected; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2019,,,,,
4ie,Li6.05La3Zr2Ga0.25O11.8F0.2,,Li6.05 La3 Zr2 Ga0.25 O11.8 F0.2,0.00128,,,,,,,,,,,garnet,10.1021/acsami.8b17656,1,data/database/obelix/processed/all-v1.csv,,,,appendix: diffraction data available; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2019,,,,,
v34,Li3Y0.5In0.5Cl6,,Li3 Y0.5 In0.5 Cl6,0.00122,,,,,,,,,,,halides,10.1021/acs.nanolett.0c01156,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 34; ball-milled and annealed; monoclinic; original 1.22 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2020,,,,,
9wf,Li3ErI6,,Li3 Er1 I6,0.00065,,,,,,,,,,,halides,10.1021/acsaem.0c00147,1,data/database/obelix/processed/all-v1.csv,,,,"appendix: diffraction data available, D_0 calculation; synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2020",,,,,
er1,Li2.9Er0.9Zr0.1Cl6,,Li2.9 Er0.9 Zr0.1 Cl6,0.00038,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction; curator row 25-2; phase I; original 0.38 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
er2,Li2.8Er0.8Zr0.2Cl6,,Li2.8 Er0.8 Zr0.2 Cl6,0.00078,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction; curator row 25-3; phase II+III; original 0.78 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
er3,Li2.75Er0.75Zr0.25Cl6,,Li2.75 Er0.75 Zr0.25 Cl6,0.0008,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction; curator row 25-4; phase II+III; original 0.80 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
er4,Li2.7Er0.7Zr0.3Cl6,,Li2.7 Er0.7 Zr0.3 Cl6,0.0011,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction; curator row 25-5; phase II+III; original 1.1 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
er5,Li2.633Er0.633Zr0.367Cl6,,Li2.633 Er0.633 Zr0.367 Cl6,0.0011,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction with composition aligned to article text x=0.367; curator row 25-6; phase III (orthorhombic); original 1.1 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
er6,Li2.5Er0.5Zr0.5Cl6,,Li2.5 Er0.5 Zr0.5 Cl6,0.00095,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction; curator row 25-7; phase III; original 0.95 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
er8,Li2.2Er0.2Zr0.8Cl6,,Li2.2 Er0.2 Zr0.8 Cl6,0.00045,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1c extraction; curator row 25-9; phase III; original 0.45 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
yz1,Li2.9Y0.9Zr0.1Cl6,,Li2.9 Y0.9 Zr0.1 Cl6,0.00032,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1d extraction; curator row 26-2; phase I; original 0.32 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
yz2,Li2.8Y0.8Zr0.2Cl6,,Li2.8 Y0.8 Zr0.2 Cl6,0.00095,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1d extraction; curator row 26-3; phase I+II; original 0.95 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
yz3,Li2.75Y0.75Zr0.25Cl6,,Li2.75 Y0.75 Zr0.25 Cl6,0.001,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1d extraction; curator row 26-4; phase I+II; original 1.0 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
yz4,Li2.7Y0.7Zr0.3Cl6,,Li2.7 Y0.7 Zr0.3 Cl6,0.0012,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1d extraction; curator row 26-5; phase I+II; original 1.2 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
yz5,Li2.633Y0.633Zr0.367Cl6,,Li2.633 Y0.633 Zr0.367 Cl6,0.0013,,,,,,,,,,,halides,10.1021/acsenergylett.9b02599,1,data/database/obelix/processed/all-v1.csv,,,,Human-verified Figure 1d extraction with composition aligned to article text x=0.367; curator row 26-6; phase III; original 1.3 mS/cm at 25 C; synthesis_method=unknow; measured_temperature=25; amorphous=否; source_year=2020,,,,,
kop,Li10Sn0.33Ge0.66P2S12,,Li10 Sn0.33 Ge0.66 P2 S12,0.0064,,,,,,,,,,,lgps,10.1021/jacs.0c10735,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2020,,,,,
rty,Li10Sn0.66Ge0.33P2S12,,Li10 Sn0.66 Ge0.33 P2 S12,0.0048,,,,,,,,,,,lgps,10.1021/jacs.0c10735,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2020,,,,,
v20,Li2Sc0.666667Cl4,,Li2 Sc0.666667 Cl4,0.0015,,,,,,,,,,,halides,10.1039/d0ee01017k,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 20; high-temperature solid-state synthesis for 48 h; disordered spinel; original 1.5 mS/cm; synthesis_method=高温固相合成（48 h）; measured_temperature=RT; amorphous=否; source_year=2020,,,,,
v35,Li2.08Sc0.64Cl4,,Li2.08 Sc0.64 Cl4,0.00122,,,,,,,,,,,halides,10.1039/d0ee01017k,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 35; increased LiCl impurity; original 1.22 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2020,,,,,
v42,Li1.9Sc0.7Cl4,,Li1.9 Sc0.7 Cl4,0.00109,,,,,,,,,,,halides,10.1039/d0ee01017k,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 42; low Li+ concentration; original 1.09 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2020,,,,,
trv1_0003,Li10.42Si1.5P1.5Cl0.08O11.92,,Li10.42 Si1.5 P1.5 Cl0.08 O11.92,1.03e-05,,,,,,,,,,,oxides,10.1039/c4ra11287c,1,data/database/obelix/processed/all-v1.csv,,,,LISICON型; synthesis_method=固相合成; measured_temperature=27; amorphous=否; source_year=2015,,,,,
trv1_0004,Li10.42Ge1.5P1.5Cl0.08O11.92,,Li10.42 Ge1.5 P1.5 Cl0.08 O11.92,3.7e-05,,,,,,,,,,,oxides,10.1039/c4ra11287c,1,data/database/obelix/processed/all-v1.csv,,,,LISICON型; synthesis_method=固相合成; measured_temperature=27; amorphous=否; source_year=2015,,,,,
trv1_0005,Li7P2S8I,,Li7 P2 S8 I1,0.00063,,,,,,,,,,,sulfides,10.1021/acs.chemmater.9b01926,1,data/database/obelix/processed/all-v1.csv,,,,非晶态; synthesis_method=热处理; measured_temperature=RT; amorphous=是; source_year=2020,,,,,
trv1_0007,Li10P3S12I,,Li10 P3 S12 I1,0.0065,,,,,,,,,,,sulfides,10.1088/1757-899x/924/1/012037,1,data/database/obelix/processed/all-v1.csv,,,,9Li2S-3P2S5-2LiI组成; synthesis_method=固相合成; measured_temperature=RT; amorphous=unknow; source_year=2020,,,,,
trv1_0008,Li11P3S12.5I1,,Li11 P3 S12.5 I1,0.0079,,,,,,,,,,,sulfides,10.1088/1757-899x/924/1/012037,1,data/database/obelix/processed/all-v1.csv,,,,Li2S-P2S5-LiI体系; synthesis_method=固相合成; measured_temperature=RT; amorphous=unknow; source_year=2020,,,,,
trv1_0009,Li7P2S8I0.5Cl0.5,,Li7 P2 S8 I0.5 Cl0.5,0.00308,,,,,,,,,,,sulfides,10.1088/1757-899x/924/1/012037,1,data/database/obelix/processed/all-v1.csv,,,,Cl掺杂样品; synthesis_method=热压+Cl掺杂; measured_temperature=RT; amorphous=unknow; source_year=2020,,,,,
v47,Li3In1Cl4.8F1.2,,Li3 In1 Cl4.8 F1.2,0.00098,,,,,,,,,,,halides,10.1002/aenm.202100836,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 47; ball-milled and annealed; tabulated value; original 0.98 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2021,,,,,
v10,Li2.5Y0.5Zr0.5Cl6,,Li2.5 Y0.5 Zr0.5 Cl6,0.0021,,,,,,,,,,,halides,10.1016/j.cej.2021.130630,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 10; ball-milled and annealed; trigonal; tabulated value 2.1 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2021,,,,,
v21,Li2.6Yb0.6Hf0.4Cl6,,Li2.6 Yb0.6 Hf0.4 Cl6,0.0015,,,,,,,,,,,halides,10.1016/j.cej.2021.130630,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 21; ball-milled and annealed; monoclinic; original 1.5 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2021,,,,,
ar1,Li4SnSeS3,,Li4 Sn1 Se1 S3,7.5e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
klr,Li4Sn(SeS)2,,Li4 Sn1 Se2 S2,3.6e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
o0a,Li4Sn0.25Ge0.75Se4,,Li4 Sn0.25 Ge0.75 Se4,6e-06,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
qer,Li4Sn0.5Ge0.5Se4,,Li4 Sn0.5 Ge0.5 Se4,1.8e-06,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
1ty,Li4GeSeS3,,Li4 Ge1 Se1 S3,8.5e-06,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
zv5,Li4Ge(SeS)2,,Li4 Ge1 Se2 S2,2.8e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
xk3,Li4GeSe4,,Li4 Ge1 Se4,5e-06,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
i4l,Li4GeSe3S,,Li4 Ge1 Se3 S1,1.5e-05,,,,,,,,,,,chalcogenidotetrelates,10.1021/acs.chemmater.0c04150,1,data/database/obelix/processed/all-v1.csv,,,,synthesis_method=unknow; measured_temperature=RT; amorphous=unknow; source_year=2021,,,,,
v40,Li2.8Yb0.8Zr0.2Cl6,,Li2.8 Yb0.8 Zr0.2 Cl6,0.0011,,,,,,,,,,,halides,10.1021/acsami.1c13295,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 40; Zr4+ doped; corrected DOI; original 1.1 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2021,,,,,
v39,Li2.7Yb0.7Zr0.3Cl6,,Li2.7 Yb0.7 Zr0.3 Cl6,0.0011,,,,,,,,,,,halides,10.1021/acsmaterialslett.1c00142,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 39; orthorhombic; corrected DOI; original 1.1 mS/cm; synthesis_method=固相反应，350 °C 合成; measured_temperature=30; amorphous=否; source_year=2021,,,,,
v74,Li3YbCl6,,Li3 Yb1 Cl6,0.000106,,,,,,,,,,,halides,10.1021/acsmaterialslett.1c00142,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 74; calcined at 350 C; trigonal; corrected DOI; original 0.106 mS/cm; synthesis_method=固相反应，350 °C 合成; measured_temperature=30; amorphous=否; source_year=2021,,,,,
v77,Li2.9Yb0.9Zr0.1Cl6,,Li2.9 Yb0.9 Zr0.1 Cl6,6.3e-05,,,,,,,,,,,halides,10.1021/acsmaterialslett.1c00142,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 77; calcined at 650 C; orthorhombic; corrected DOI; original 0.063 mS/cm; synthesis_method=固相反应，350 °C 合成; measured_temperature=30; amorphous=否; source_year=2021,,,,,
trv1_0013,Li9.42Si1.02P2.1S9.96O2.04,,Li9.42 Si1.02 P2.1 S9.96 O2.04,0.00032,,,,,,,,,,,sulfides,10.1039/d1ta06338c,1,data/database/obelix/processed/all-v1.csv,,,,LGPS型氧硫化物; synthesis_method=固相合成; measured_temperature=RT; amorphous=否; source_year=2021,,,,,
v30,Li2.73Ho1.09Cl6,,Li2.73 Ho1.09 Cl6,0.0013,,,,,,,,,,,halides,10.1002/aenm.202103921,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 30; eutectic synthesis; orthorhombic; original 1.3 mS/cm; synthesis_method=共晶合成; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
v44,Li2.25Zr0.75In0.25Cl6,,Li2.25 Zr0.75 In0.25 Cl6,0.00108,,,,,,,,,,,halides,10.1016/j.cclet.2021.12.048,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 44; ball-milled; tabulated value; corrected DOI; original 1.08 mS/cm; synthesis_method=球磨; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
v15,Li2.5Zr0.5In0.5Cl6,,Li2.5 Zr0.5 In0.5 Cl6,0.0018,,,,,,,,,,,halides,10.1016/j.cej.2022.135413,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 15; ball-milled and annealed; monoclinic; original 1.8 mS/cm; synthesis_method=球磨 + 退火; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
v18,Li2.556Yb0.492Zr0.492Cl6,,Li2.556 Yb0.492 Zr0.492 Cl6,0.00158,,,,,,,,,,,halides,10.1016/j.nanoen.2021.106674,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 18; orthorhombic and annealed; corrected DOI; original 1.58 mS/cm; synthesis_method=退火; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
v27,Li2.4Er0.4Zr0.6Cl6,,Li2.4 Er0.4 Zr0.6 Cl6,0.00138,,,,,,,,,,,halides,10.1021/acsami.1c25087,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 27; ball-milled Zr-doped x=0.6 sample; distinct 2022 source; original 1.38 mS/cm; synthesis_method=球磨; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
v37,Li2.6Er0.6Zr0.4Cl6,,Li2.6 Er0.6 Zr0.4 Cl6,0.00113,,,,,,,,,,,halides,10.1021/acsami.1c25087,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 37; Zr4+ substituted; 4.21 V oxidative stability; original 1.13 mS/cm; synthesis_method=unknow; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
v13,Li2Sc0.333333In0.333333Cl4,,Li2 Sc0.333333 In0.333333 Cl4,0.002,,,,,,,,,,,halides,10.1038/s41560-021-00952-0,1,data/database/obelix/processed/all-v1.csv,,,,Curator row 13; high-temperature solid-state synthesis; spinel phase; original 2.0 mS/cm; synthesis_method=高温固相合成; measured_temperature=RT; amorphous=否; source_year=2022,,,,,
trv1_0014,Li2HClO,,Li2 H1 Cl1 O1,1.93e-06,,,,,,,,,,,antiperovskite,10.1039/d2ta01462a,1,data/database/obelix/processed/all-v1.csv,,,,室温为正交相与立方相混合相; synthesis_method=熔融-凝固法（350°C，6 min）; measured_temperature=25; amorphous=否; source_year=2022,,,,,
trv1_0015,Li2H1Br0.1Cl0.9O1,,Li2 H1 Br0.1 Cl0.9 O1,2.52e-06,,,,,,,,,,,antiperovskite,10.1039/d2ta01462a,1,data/database/obelix/processed/all-v1.csv,,,,系列最高电导率；室温稳定立方相; synthesis_method=熔融-凝固法（350°C，6 min）; measured_temperature=25; amorphous=否; source_year=2022,,,,,
trv1_0016,Li2H1Br0.3Cl0.7O1,,Li2 H1 Br0.3 Cl0.7 O1,1.79e-06,,,,,,,,,,,antiperovskite,10.1039/d2ta01462a,1,data/database/obelix/processed/all-v1.csv,,,,x=0.3；不确定度±1.2e-7 S/cm; synthesis_method=熔融-凝固法（350°C，快冷）; measured_temperature=25; amorphous=否; source_year=2022,,,,,
trv1_0017,Li2H1Br0.5Cl0.5O1,,Li2 H1 Br0.5 Cl0.5 O1,1.54e-06,,,,,,,,,,,antiperovskite,10.1039/d2ta01462a,1,data/database/obelix/processed/all-v1.csv,,,,x=0.5；不确定度±1.0e-7 S/cm; synthesis_method=熔融-凝固法（350°C，快冷）; measured_temperature=25; amorphous=否; source_year=2022,,,,,
trv1_0018,Li2H1Br0.7Cl0.3O1,,Li2 H1 Br0.7 Cl0.3 O1,1.45e-06,,,,,,,,,,,antiperovskite,10.1039/d2ta01462a,1,data/database/obelix/processed/all-v1.csv,,,,x=0.7；不确定度±9.0e-8 S/cm; synthesis_method=熔融-凝固法（350°C，快冷）; measured_temperature=25; amorphous=否; source_year=2022,,,,,
