ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),chi_range_x_r_avg,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,n_Li × r⁻ (pm)
sdz,Li49.2La24.0Zr14.0Ta2.0Al1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2633832976445396,3.44,1.21625,99.98076923076924,138.2,82.38105726872247,0.2226980728051391,220392690513.3431,0.0377853745628414,273.225931477516,0.00037,0.00037,exact,0.00037,1.0,-3.431798275933005,36.39957173447537
7w5,Li54.0La24.0Zr14.0Ta2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.2005,102.13,138.2,82.23617021276596,0.2105263157894736,182818871891.2669,0.0367021949507605,271.8610736842105,0.00087,0.00087,exact,0.00087,1.0,-3.0604807473813813,39.27789473684209
etz,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,82.11666666666666,0.2083333333333333,169832268285.58978,0.0356431091090659,270.9895,1.97e-06,1.97e-06,exact,1.97e-06,1.0,-5.705533773838407,40.30833333333333
ner,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,84.3965367965368,0.217391304347826,264870630547.40887,0.041785544605114,286.7931677018633,1.69e-05,1.69e-05,exact,1.69e-05,1.0,-4.772113295386326,36.052173913043475
z2s,Nd24.0Zr16.0Al4.0Li44.0O96.0,"[{""element"": ""Nd"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",0.2391304347826087,3.44,1.2518181818181815,93.05909090909093,138.2,80.27954545454546,0.2391304347826087,268538741238.44217,0.0393001323569402,271.8273260869565,3.9e-05,3.9e-05,exact,3.9e-05,1.0,-4.4089353929735005,33.04782608695652
72f,Li50.08Al1.92La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2663829787234043,3.44,1.2111450381679392,100.0,138.2,82.30869565217391,0.2229787234042553,215171469252.59705,0.0369815101360491,272.6883829787234,0.00021,0.00021,exact,0.00021,1.0,-3.677780705266081,36.81412765957447
j5g,Li48.0La24.0Nb12.0Y4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2620000000000002,100.1,138.2,82.31818181818181,0.217391304347826,275298101007.68665,0.0417863288132702,274.2258260869565,0.000188,0.000188,exact,0.000188,1.0,-3.72584215073632,36.052173913043475
dvb,Li41.6La24.0Nb15.2Y0.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2342342342342342,3.44,1.2924,97.524,138.2,82.21764705882353,0.2252252252252252,323953658491.4634,0.0455595358553366,276.6968108108108,6.39e-05,6.39e-05,exact,6.39e-05,1.0,-4.1944991418416,32.37117117117116
cti,Li43.2La24.0Nb14.4Y1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2410714285714286,3.44,1.2848000000000002,98.168,138.2,82.24423076923075,0.2232142857142857,311789769120.5192,0.04461623409482,276.06251785714284,6.74e-05,6.74e-05,exact,6.74e-05,1.0,-4.17134010346468,33.31607142857143
2d1,Li44.0La24.0Nb14.0Y2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2444444444444444,3.44,1.281,98.49,138.2,82.25714285714285,0.2222222222222222,305707824435.04706,0.0441445832145617,275.7496,9.18e-05,9.18e-05,exact,9.18e-05,1.0,-4.037157318798758,33.78222222222222
sqm,Li48.0Ba4.0Sr4.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.224,102.86285714285714,138.2,83.57402597402597,0.217391304347826,266019270984.2884,0.0419753472104045,285.79006211180115,7.1e-06,7.1e-06,exact,7.1e-06,1.0,-5.1487416512809245,36.052173913043475
zxr,Li48.0Sr8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sr"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.23,101.05333333333331,138.2,82.75151515151515,0.217391304347826,267167911421.1679,0.042165149815695,278.08608695652174,5.4e-06,5.4e-06,exact,5.4e-06,1.0,-5.267606240177032,36.052173913043475
h89,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,84.3965367965368,0.217391304347826,264870630547.40887,0.041785544605114,286.7931677018633,1.5e-05,1.5e-05,exact,1.5e-05,1.0,-4.823908740944319,36.052173913043475
l9r,Li48.0Ca8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ca"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.24,96.98666666666664,138.2,80.90303030303029,0.217391304347826,271909401144.8136,0.0427420910811826,272.56086956521733,2.2e-06,2.2e-06,exact,2.2e-06,1.0,-5.657577319177793,36.052173913043475
544,Li48.0Ba8.0La16.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.218,104.67238095238096,138.2,84.3965367965368,0.217391304347826,264870630547.40887,0.041785544605114,286.7931677018633,4e-05,4e-05,exact,4e-05,1.0,-4.3979400086720375,36.052173913043475
wa3,Li51.2Al1.6La24Zr16O96,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2711864406779661,3.44,1.208076923076923,100.41346153846152,138.2,82.25431034482757,0.2203389830508474,207905571661.73047,0.0367670227919812,272.32512711864405,0.000254,0.000254,exact,0.000254,1.0,-3.595166283380062,37.47796610169491
gz8,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,83.24,0.2272727272727272,273725097131.007,0.0441157958426222,278.5167272727272,1.59e-05,1.59e-05,exact,1.59e-05,1.0,-4.798602875679548,31.4090909090909
419,Li42.4La24.0Ta14.8Sm1.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2376681614349775,3.44,1.2501000000000002,100.1674,138.2,83.35796116504854,0.2242152466367712,258950987931.5724,0.0427707647295179,277.6586556053812,7.11e-06,7.11e-06,exact,7.11e-06,1.0,-5.148130399270234,32.84573991031389
fam,Li47.2La24.0Ta12.4Sm3.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2576419213973799,3.44,1.2303000000000002,102.5422,138.2,83.57440366972477,0.2183406113537118,229402769532.70337,0.0400807025033092,276.0099589519651,1.18e-05,1.18e-05,exact,1.18e-05,1.0,-4.928117992693875,35.6061135371179
dae,Li48.8La24.0Ta11.6Sm4.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""Sm"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.264069264069264,3.44,1.2236999999999998,103.3338,138.2,83.64135135135135,0.2164502164502164,219553363399.74704,0.039184015094573,275.479425974026,1.4e-05,1.4e-05,exact,1.4e-05,1.0,-4.853871964321762,36.49437229437228
9p1,Li56.0La24.0Zr16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1920000000000002,102.58,138.2,82.11666666666666,0.2083333333333333,169832268285.58978,0.0356431091090659,270.9895,0.000569,0.000569,exact,0.000569,1.0,-3.2448877336049287,40.30833333333333
gkl,Li40.0La24.0Nb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.3,96.88,138.2,82.19,0.2272727272727272,336117547862.4076,0.0465028376158532,277.3426363636364,5.08e-06,5.08e-06,exact,5.08e-06,1.0,-5.294136287716081,31.4090909090909
ijh,Li40.0La24.0Nb15.6Y0.4O95.6,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2277904328018223,3.44,1.2962,97.202,138.2,82.351,0.2277904328018223,330035603176.9355,0.0460311867355949,277.3804100227791,1.34e-05,1.34e-05,exact,1.34e-05,1.0,-4.872895201635193,31.48063781321184
8m3,Li40.0La24.0Nb14.8Y1.2O94.8,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.22883295194508,3.44,1.2886000000000002,97.846,138.2,82.673,0.22883295194508,317871713805.9913,0.0450878849750783,277.45647597254,5.71e-06,5.71e-06,exact,5.71e-06,1.0,-5.243363891754152,31.62471395881005
zyx,Li40.0La24.0Nb14.4Y1.6O94.4,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2293577981651376,3.4399999999999995,1.2848000000000002,98.168,138.2,82.83399999999999,0.2293577981651376,311789769120.5192,0.04461623409482,277.4947706422018,9.13e-06,9.13e-06,exact,9.13e-06,1.0,-5.039529222465701,31.697247706422015
qvu,Li40.0La24.0Nb14.0Y2.0O94.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2298850574712643,3.44,1.281,98.49,138.2,82.99499999999999,0.2298850574712643,305707824435.04706,0.0441445832145617,277.5332413793103,9.68e-06,9.68e-06,exact,9.68e-06,1.0,-5.014124642691606,31.770114942528725
v07,La24.0Zr16.0Ga4.0Li44.0O96.0,"[{""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}]",0.2391304347826087,3.44,1.2481818181818185,98.2090909090909,138.2,82.85454545454546,0.2391304347826087,218826655510.8923,0.037406996604572,274.8568695652174,0.0001,0.0001,exact,0.0001,1.0,-4.0,33.04782608695652
whw,Li54.4La24.0Zr14.4Sb1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2857142857142857,3.44,1.2208,101.86,138.2,82.0593220338983,0.2100840336134453,192349577729.65512,0.0369251603911172,271.49924369747896,5.9e-05,5.9e-05,exact,5.9e-05,1.0,-4.229147988357856,39.48571428571428
duf,Li52.8La24.0Zr12.8Sb3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2796610169491525,3.44,1.2496000000000005,101.14,138.2,82.0,0.211864406779661,214866887173.7205,0.0382072116731685,272.01762711864404,0.00077,0.00077,exact,0.00077,1.0,-3.113509274827518,38.649152542372875
dm9,Li48.0La24.0Zr8.0Sb8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2608695652173913,3.44,1.336,98.98,138.2,81.80909090909091,0.217391304347826,282418815505.9165,0.0420533655193223,273.62686956521736,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822,36.052173913043475
32j,Li56.0La24.0Hf16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1800000000000002,100.18,138.2,81.11666666666666,0.2083333333333333,204829942300.2331,0.0373525108184676,269.75949999999995,0.00024,0.00024,exact,0.00024,1.0,-3.619788758288394,40.30833333333333
8y4,Li52.8La23.0Y1.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2086,101.28458333333332,138.2,82.06232040229887,0.211864406779661,192154400921.27094,0.0374888748773467,272.0929819915254,0.000317,0.000317,exact,0.000317,1.0,-3.4989407377822483,38.649152542372875
ucw,Li52.8La22.0Y2.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2116,100.70916666666668,138.2,81.81429597701148,0.211864406779661,193697967787.86868,0.0376401032989162,271.7930826271186,0.000436,0.000436,exact,0.000436,1.0,-3.360513510731414,38.649152542372875
ff9,Li52.8La20.0Y4.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2175999999999998,99.55833333333334,138.2,81.31824712643679,0.211864406779661,196785101521.06412,0.0379425601420552,271.193283898305,0.000226,0.000226,exact,0.000226,1.0,-3.6458915608525992,38.649152542372875
8ee,Li51.2Al1.52La24.0Zr16.0O94.4,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2736212056434374,3.4399999999999995,1.207302504816956,100.51782273603084,138.2,82.28537532355479,0.2218896964514749,206071597510.664,0.0367128843679487,271.81448696023944,0.00031,0.00031,exact,0.00031,1.0,-3.5086383061657274,37.81445061992304
8k7,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,83.24,0.2272727272727272,273725097131.007,0.0441157958426222,278.5167272727272,1.54e-06,1.54e-06,exact,1.54e-06,1.0,-5.8124792791635365,31.4090909090909
b7v,Li40.0La24.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",0.2272727272727272,3.44,1.42,101.78,138.2,84.64,0.2272727272727272,215131736344.2541,0.0414460780699296,280.08218181818177,2.2e-05,2.2e-05,exact,2.2e-05,1.0,-4.657577319177793,31.4090909090909
66a,Li54.0La24.0Zr14.0Nb2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.2055000000000002,101.8675,138.2,82.12446808510639,0.2105263157894736,190617928232.692,0.0370005751724143,271.72512631578945,0.0008,0.0008,exact,0.0008,1.0,-3.0969100130080562,39.27789473684209
3rh,Li52.0La24.0Nb10.0Y6.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.243,101.71,138.2,82.37391304347825,0.2127659574468085,244888377580.3261,0.0394280744119787,272.76689361702125,0.00027,0.00027,exact,0.00027,1.0,-3.5686362358410126,38.225531914893615
kh3,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.209,101.68,138.2,82.36086956521739,0.2127659574468085,195805475496.9441,0.037761280792455,272.75119148936164,0.00092,0.00092,exact,0.00092,1.0,-3.036212172654445,38.225531914893615
zqx,Li52.8La24.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2056,101.86,138.2,82.31034482758622,0.211864406779661,190610834054.67325,0.0373376464557772,272.39288135593216,0.00073,0.00073,exact,0.00073,1.0,-3.136677139879544,38.649152542372875
o5q,Li54.4La24.0Zr14.4Ta1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2857142857142857,3.44,1.1988,102.22,138.2,82.21186440677965,0.2100840336134453,180221551170.1315,0.0364903777824215,271.68529411764706,0.00028,0.00028,exact,0.00028,1.0,-3.552841968657781,39.48571428571428
0ew,Li48.0La24.0Zr8.0Ta8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2260000000000002,100.78,138.2,82.62727272727273,0.217391304347826,221778682708.2984,0.0398794524758441,274.5894782608696,0.00016,0.00016,exact,0.00016,1.0,-3.795880017344075,36.052173913043475
tbj,Li40.0La24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2272727272727272,3.44,1.48,95.38,138.2,81.44,0.2272727272727272,395005362726.2432,0.0484636219295787,276.504,3.33e-06,3.33e-06,exact,3.33e-06,1.0,-5.47755576649368,31.4090909090909
dbs,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.209,101.68,138.2,82.36086956521739,0.2127659574468085,195805475496.9441,0.037761280792455,272.75119148936164,0.000794,0.000794,exact,0.000794,1.0,-3.1001794975729036,38.225531914893615
bt0,Li52.0La23.6Ba0.4Zr11.6Ta4.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2086,101.87461904761903,138.2,82.44548654244306,0.2127659574468085,197960072888.8996,0.0378565853989185,282.8354848024316,0.000832,0.000832,exact,0.000832,1.0,-3.079876673709276,38.225531914893615
dti,Li52.0La23.2Ba0.8Zr11.2Ta4.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2082000000000002,102.06923809523808,138.2,82.53010351966873,0.2127659574468085,200114670280.85516,0.037951890005382,282.94107598784194,0.000834,0.000834,exact,0.000834,1.0,-3.078833949362261,38.225531914893615
7gm,Li52.0La22.4Ba1.6Zr10.4Ta5.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2074,102.45847619047618,138.2,82.69933747412007,0.2127659574468085,204423865064.76617,0.038142499218309,283.1522583586625,0.000631,0.000631,exact,0.000631,1.0,-3.1999706407558657,38.225531914893615
c71,Li52.0La21.6Ba2.4Zr9.6Ta6.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2066,102.84771428571428,138.2,82.86857142857143,0.2127659574468085,208733059848.67725,0.038333108431236,283.3634407294833,0.000492,0.000492,exact,0.000492,1.0,-3.3080348972326394,38.225531914893615
rgo,Li56.0La24.0Ta16.0O104.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.28,3.44,1.2600000000000002,98.98,138.2,80.61666666666666,0.2,273725097131.007,0.0441157958426222,271.9776,2.65e-06,2.65e-06,exact,2.65e-06,1.0,-5.576754126063192,38.696
ar1,Li16.0Sn4.0S12.0Se4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.5725,1.96,69.0,187.5,67.8,0.1111111111111111,465678965568.46185,0.0579710144927536,193.6,7.5e-05,7.5e-05,exact,7.5e-05,1.0,-4.1249387366083,83.33333333333333
klr,Li16.0Sn4.0S8.0Se8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.565,1.96,69.0,191.0,67.8,0.1111111111111111,465678965568.46185,0.0579710144927536,196.0888888888889,3.6e-05,3.6e-05,exact,3.6e-05,1.0,-4.443697499232712,84.88888888888889
o0a,Li16.0Ge3.0Sn1.0Se16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.55,1.9975,51.75,198.0,64.35,0.1111111111111111,1295169622987.2844,0.0797101449275362,194.2875,6e-06,6e-06,exact,6e-06,1.0,-5.221848749616356,88.0
qer,Li16.0Ge2.0Sn2.0Se16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.55,1.985,57.5,198.0,65.5,0.1111111111111111,1018672737181.0104,0.072463768115942,195.29055555555556,1.8e-06,1.8e-06,exact,1.8e-06,1.0,-5.7447274948966935,88.0
