ID,True Composition,Z_by_element,χ_all,χ-,χ+(incl Li+),χ+(excl Li+),χ+(incl Li+) - χ-,χ+(excl Li+) - χ-,χ_max - χ_min,r_all (pm),r- (pm),r+(incl Li+) (pm),r+(excl Li+) (pm),r+(excl Li+) - r-,r+(incl Li+) - r-,r+(excl Li+) / r-,r+(incl Li+) / r-,ρ_all (C m⁻³),ρ- (C m⁻³),ρ+(incl Li+) (C m⁻³),ρ+(excl Li+) (C m⁻³),ρ+(incl Li+) / ρ-,ρ+(incl Li+) - ρ-,Φ+(incl Li+) (|Z| pm⁻¹),Φ+(excl Li+) (|Z| pm⁻¹),n_halide,n_host_cation,n_anion,n_Li,Ionic conductivity (S cm-1)
52b,Li20.1Ge2.1P3.9S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8838323353293411,2.525483870967742,1.0774324324324323,2.01,-1.4480514385353096,-0.5154838709677421,1.6,118.4760479041916,160.65591397849465,65.46621621621621,46.0,-114.65591397849465,-95.18969776227844,0.28632621645137535,0.4074933477081927,3151521274676.711,5451296936802.347,261262672275.57465,1571666508793.5586,0.047926699885262096,-5190034264526.772,0.021639030334682507,0.08695652173913043,0.0,0.041916167664670656,0.5568862275449101,0.40119760479041916,0.0122
8po,Li20.4Ge2.4P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8773809523809526,2.5291304347826085,1.088421052631579,2.01,-1.4407093821510295,-0.5191304347826087,1.6,118.3452380952381,162.2173913043478,65.23684210526316,46.0,-116.21739130434781,-96.98054919908465,0.28357008844813725,0.4021568931710139,2911177949128.525,5087483004213.558,276703408762.43225,1571666508793.5586,0.05438905811248133,-4810779595451.125,0.022408678701584882,0.08695652173913043,0.0,0.047619047619047616,0.5476190476190477,0.40476190476190477,0.0132
ya8,Li21.0Ge3.0P3.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.864705882352941,2.536666666666667,1.10875,2.01,-1.4279166666666672,-0.5266666666666673,1.6,118.08823529411765,165.44444444444446,64.8125,46.0,-119.44444444444446,-100.63194444444446,0.2780389523169913,0.3917478173270651,2438974003639.7354,4335600876863.394,305268771263.1189,1571666508793.5586,0.0704097955354153,-4030332105600.2754,0.02383252818035427,0.08695652173913043,0.0,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.011
j8q,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8860000000000001,2.5242857142857145,1.0736363636363637,2.01,-1.4506493506493507,-0.5142857142857147,1.6,118.52,160.14285714285714,65.54545454545455,46.0,-114.14285714285714,-94.59740259740259,0.2872435325602141,0.4092936501500284,3232276632060.902,5570835800367.234,255928599671.02383,1571666508793.5586,0.04594079036652863,-5314907200696.211,0.021373151807934417,0.08695652173913043,0.0,0.04,0.56,0.4,0.0121
824,Li20.7Ge2.7P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8710059171597633,2.532857142857143,1.0988461538461538,2.01,-1.4340109890109891,-0.5228571428571431,1.6,118.21597633136095,163.81318681318683,65.01923076923077,46.0,-117.81318681318683,-98.79395604395606,0.28080767424699804,0.3969108472529684,2673678923290.968,4715673161018.421,291352312608.93823,1571666508793.5586,0.06178382230078395,-4424320848409.482,0.023138857921466617,0.08695652173913043,0.0,0.05325443786982249,0.5384615384615384,0.40828402366863903,0.0144
mqo,Li20.7Si2.7P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8651479289940824,2.532857142857143,1.086153846153846,1.9,-1.446703296703297,-0.632857142857143,1.6,117.52366863905324,163.81318681318683,63.51923076923077,33.0,-130.81318681318683,-100.29395604395606,0.20144898369893335,0.3877540752666532,2816678806182.797,4715673161018.421,601185392207.9021,4256886531984.578,0.12748665390501046,-4114487768810.5186,0.027091427091427096,0.12121212121212123,0.0,0.05325443786982249,0.5384615384615384,0.40828402366863903,0.00673
izs,Li20.85Si2.85P3.15S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8616814159292034,2.53475138121547,1.090632911392405,1.9,-1.444118469823065,-0.6347513812154699,1.6,117.42330383480827,164.62430939226522,63.351265822784804,33.0,-131.62430939226522,-101.27304356948042,0.20045642178742823,0.3848232746224133,2706479348364.477,4526686942377.8,621304826108.7092,4256886531984.5776,0.13725376506428943,-3905382116269.091,0.02760942760942761,0.12121212121212122,0.0,0.05604719764011799,0.5339233038348082,0.41002949852507375,0.00527
8nc,Li20.55Si2.55P3.45S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8686350148367952,2.530983606557377,1.0815584415584414,1.9000000000000001,-1.4494251649989358,-0.6309836065573771,1.6,117.62462908011871,163.01092896174862,63.69155844155844,33.0,-130.01092896174862,-99.31937052019018,0.20244041433408203,0.3907195600149239,2927532266718.139,4902593956504.502,580543375608.3723,4256886531984.5776,0.11841555322731513,-4322050580896.13,0.02655997201451747,0.12121212121212122,0.0,0.050445103857566766,0.543026706231454,0.4065281899109793,0.00565
3sx,Li20.4Si2.4P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.872142857142857,2.5291304347826085,1.0768421052631578,1.9,-1.4522883295194506,-0.6291304347826085,1.6,117.72619047619047,162.2173913043478,63.86842105263159,33.0,-129.2173913043478,-98.34897025171622,0.2034307156258376,0.39372116971603505,3039045569280.478,5087483004213.558,559358148045.6975,4256886531984.5776,0.10994791482987278,-4528124856167.86,0.026014531277689178,0.12121212121212122,0.0,0.047619047619047616,0.5476190476190477,0.40476190476190477,0.00421
xga,Li20.01Sn1.98P4.02S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8839112177564485,2.5240471092077086,1.0682401091405183,1.96,-1.4558070000671903,-0.5640471092077086,1.6,119.40881823635272,160.04068522483942,67.63506139154161,69.0,-91.04068522483942,-92.40562383329781,0.4311403684823184,0.4226116708793258,3202804040393.3315,5594641184331.977,155087952482.4261,465678965568.46185,0.0277208041360644,-5439553231849.551,0.01870063906958147,0.057971014492753624,0.0,0.039592081583683256,0.5602879424115176,0.40011997600479904,0.00373
xn9,Li19.8Sn1.8P4.2S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8885542168674698,2.521914893617021,1.0616666666666665,1.96,-1.4602482269503545,-0.5619148936170211,1.6,119.4397590361446,159.12765957446808,67.625,69.0,-90.12765957446808,-91.50265957446808,0.43361411953469714,0.42497325845701295,3354784849572.7637,5807370147421.161,152798488492.91132,465678965568.46185,0.026311133028219923,-5654571658928.25,0.018411164787976383,0.057971014492753624,0.0,0.03614457831325302,0.5662650602409639,0.3975903614457832,0.00365
sg4,Li19.71Sn1.68P4.32S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8907543753771878,2.5205084745762716,1.0569705469845723,1.96,-1.4635379275916993,-0.5605084745762716,1.6,119.40826795413398,158.52542372881354,67.61781206171108,69.0,-89.52542372881354,-90.90761166710246,0.43526141345022995,0.4265423833680054,3453467582946.362,5947687132961.627,151162877175.80084,465678965568.46185,0.02541540497953696,-5796524255785.826,0.018204362054596825,0.057971014492753624,0.0,0.03379601689800845,0.5697042848521424,0.39649969824984915,0.00436
ns3,Li19.62Sn1.62P4.38S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8926844014510276,2.5198097251585625,1.0547457627118644,1.96,-1.4650639624466981,-0.5598097251585625,1.6,119.43954050785973,158.22621564482031,67.61440677966101,69.0,-89.22621564482031,-90.6118088651593,0.4360844991381729,0.4273274596381616,3506007085885.5195,6017400645862.281,150388007159.50955,465678965568.46185,0.02499218782497393,-5867012638702.771,0.01810638936652201,0.057971014492753624,0.0,0.03264812575574365,0.5719467956469165,0.39540507859733975,0.00496
g8j,Li19.56Sn1.56P4.44S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8940677966101696,2.519113924050633,1.0523863636363637,1.9599999999999997,-1.466727560414269,-0.5591139240506331,1.6,119.43946731234867,157.92827004219407,67.61079545454547,69.0,-88.92827004219407,-90.3174745876486,0.43690721098613383,0.42811078368984684,3556658601680.3496,6086820008919.472,149566252159.48624,465678965568.46185,0.024572149651265463,-5937253756759.985,0.018002488654662568,0.057971014492753624,0.0,0.031476997578692496,0.5738498789346247,0.39467312348668276,0.00453
bim,Li19.5Sn1.5P4.5S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8954545454545455,2.518421052631579,1.05,1.96,-1.468421052631579,-0.5584210526315792,1.6,119.43939393939394,157.6315789473684,67.60714285714286,69.0,-88.63157894736841,-90.02443609022555,0.43772954924874796,0.42889339375149066,3607432909028.621,6155947079921.686,148735105673.74832,465678965568.46185,0.024161206024474222,-6007211974247.9375,0.01789740050609616,0.057971014492753624,0.0,0.030303030303030304,0.5757575757575758,0.3939393939393939,0.0036
02p,Li20.0Si2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8816000000000002,2.5242857142857145,1.0636363636363637,1.9,-1.4606493506493508,-0.6242857142857146,1.6,118.0,160.14285714285714,64.36363636363636,33.0,-127.14285714285714,-95.77922077922078,0.20606601248884926,0.4019138755980861,3339685432988.5425,5570835800367.234,500039510870.2074,4256886531984.5776,0.08976023146064445,-5070796289497.027,0.02448729721456994,0.12121212121212122,0.0,0.04,0.56,0.4,0.0023
9lx,Li20.0Sn2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8840000000000001,2.5242857142857145,1.0690909090909093,1.96,-1.4551948051948052,-0.5642857142857145,1.6,119.44,160.14285714285714,67.63636363636364,69.0,-91.14285714285714,-92.5064935064935,0.43086529884032115,0.42235017435731087,3188037130331.898,5570835800367.234,155384277559.6514,465678965568.46185,0.027892453327992242,-5415451522807.583,0.018738105694627433,0.057971014492753624,0.0,0.04,0.56,0.4,0.007
mtn,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8860000000000001,2.5242857142857145,1.0736363636363637,2.01,-1.4506493506493507,-0.5142857142857147,1.6,118.52,160.14285714285714,65.54545454545455,46.0,-114.14285714285714,-94.59740259740259,0.2872435325602141,0.4092936501500284,3232276632060.902,5570835800367.234,255928599671.02383,1571666508793.5586,0.04594079036652863,-5314907200696.211,0.021373151807934417,0.08695652173913043,0.0,0.04,0.56,0.4,0.0246
9rc,Li20.0Ge1.55Sn0.45P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.88555,2.5242857142857145,1.0726136363636365,1.99875,-1.451672077922078,-0.5255357142857144,1.6,118.727,160.14285714285714,66.01590909090909,51.175,-108.96785714285714,-94.12694805194805,0.3195584299732382,0.41223136809666694,3222322744171.8755,5570835800367.234,233306127195.96506,1322819311567.9119,0.04187991453285794,-5337529673171.27,0.020780266432440346,0.08043478260869566,0.0,0.04,0.56,0.4,0.0141
13q,Li20.0Sn2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8840000000000001,2.5242857142857145,1.0690909090909093,1.96,-1.4551948051948052,-0.5642857142857145,1.6,119.44,160.14285714285714,67.63636363636364,69.0,-91.14285714285714,-92.5064935064935,0.43086529884032115,0.42235017435731087,3188037130331.898,5570835800367.234,155384277559.6514,465678965568.46185,0.027892453327992242,-5415451522807.583,0.018738105694627433,0.057971014492753624,0.0,0.04,0.56,0.4,0.00398
ik8,Li20.0Ge0.83Sn1.17P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.88483,2.5242857142857145,1.0709772727272726,1.9807499999999996,-1.4533084415584419,-0.5435357142857149,1.6,119.0582,160.14285714285714,66.76863636363636,59.455,-100.68785714285714,-93.37422077922078,0.37126226583407673,0.4169317168112886,3206396523549.4346,5570835800367.234,197110171235.87097,924663796006.877,0.03538251319898485,-5373725629131.363,0.019831649831649832,0.06999999999999999,0.0,0.04,0.56,0.4,0.00743
nip,Li19.62Sn1.62P4.38S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8926844014510276,2.5198097251585625,1.0547457627118644,1.96,-1.4650639624466981,-0.5598097251585625,1.6,119.43954050785973,158.22621564482031,67.61440677966101,69.0,-89.22621564482031,-90.6118088651593,0.4360844991381729,0.4273274596381616,3506007085885.5195,6017400645862.281,150388007159.50955,465678965568.46185,0.02499218782497393,-5867012638702.771,0.01810638936652201,0.057971014492753624,0.0,0.03264812575574365,0.5719467956469165,0.39540507859733975,0.0055
1hh,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8860000000000001,2.5242857142857145,1.0736363636363637,2.01,-1.4506493506493507,-0.5142857142857147,1.6,118.52,160.14285714285714,65.54545454545455,46.0,-114.14285714285714,-94.59740259740259,0.2872435325602141,0.4092936501500284,3232276632060.902,5570835800367.234,255928599671.02383,1571666508793.5586,0.04594079036652863,-5314907200696.211,0.021373151807934417,0.08695652173913043,0.0,0.04,0.56,0.4,0.012
8ub,Li21.0Sn0.6Si2.4P3.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.858941176470588,2.536666666666667,1.0964999999999998,1.912,-1.4401666666666673,-0.6246666666666671,1.6,117.74705882352941,165.44444444444446,64.0875,40.199999999999996,-125.24444444444447,-101.35694444444445,0.24298186702484884,0.38736568166554736,2552325680693.135,4335600876863.394,546141085001.5933,3498645018701.354,0.1259666423438638,-3789459791861.801,0.026533450446493925,0.1085638998682477,0.0,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.00879
7tu,Li20.4Sn0.48Si1.92P3.6S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8727142857142858,2.5291304347826085,1.0781052631578947,1.9120000000000001,-1.4510251716247138,-0.6171304347826083,1.6,118.06904761904762,162.2173913043478,64.62631578947368,40.199999999999996,-122.01739130434783,-97.59107551487413,0.24781559903511122,0.3983932627064848,3002938830552.705,5087483004213.558,479543251910.6214,3498645018701.3545,0.09425943074668827,-4607939752302.937,0.02468313955728144,0.10856389986824769,0.0,0.047619047619047616,0.5476190476190477,0.40476190476190477,0.00782
ui6,Li20.7Sn0.54Si2.16P3.3S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}]",1.8657869822485205,2.532857142857143,1.0875384615384613,1.912,-1.4453186813186816,-0.620857142857143,1.6,117.90710059171596,163.81318681318683,64.35000000000001,40.2,-123.61318681318683,-99.46318681318682,0.24540148923324612,0.3928255182129201,2776299080623.335,4715673161018.421,513695986829.06854,3498645018701.354,0.10893375543400216,-4201977174189.3525,0.025632016936364764,0.10856389986824769,0.0,0.05325443786982249,0.5384615384615384,0.40828402366863903,0.011
nkr,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8860000000000001,2.5242857142857145,1.0736363636363637,2.01,-1.4506493506493507,-0.5142857142857147,1.6,118.52,160.14285714285714,65.54545454545455,46.0,-114.14285714285714,-94.59740259740259,0.2872435325602141,0.4092936501500284,3232276632060.902,5570835800367.234,255928599671.02383,1571666508793.5586,0.04594079036652863,-5314907200696.211,0.021373151807934417,0.08695652173913043,0.0,0.04,0.56,0.4,0.00143
906,Li19.6Ba0.2Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8892771084337352,2.5242857142857145,1.0736697247706424,1.9081818181818178,-1.450615989515072,-0.6161038961038967,1.69,119.04589787722318,160.14285714285714,66.2608125819135,55.220779220779214,-104.92207792207793,-93.88204456094364,0.3448219933500932,0.4137606494856329,3244354693796.658,5570835800367.234,256213822972.06467,1430957767781.414,0.04599198973970384,-5314621977395.17,0.021421862024917655,0.08028464626037932,0.0,0.044176706827309245,0.5622489959839357,0.3935742971887551,0.000561
fnu,Li19.2Ba0.4Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.8925806451612905,2.5242857142857145,1.0737037037037038,1.8233333333333333,-1.4505820105820106,-0.7009523809523812,1.69,119.57603686635947,160.14285714285714,66.989417989418,62.904761904761905,-97.23809523809524,-93.15343915343914,0.3928040440083259,0.41831037103115615,3256530159256.0903,5570835800367.234,256504328186.0878,1313700483604.6272,0.046044137249419345,-5314331472181.146,0.021471474282956142,0.07472475002808673,0.0,0.048387096774193554,0.5645161290322581,0.38709677419354843,0.000572
pfi,Li18.8Ba0.6Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",1.895910931174089,2.5242857142857145,1.0737383177570092,1.7515384615384613,-1.4505473965287052,-0.7727472527472532,1.69,120.11046847888952,160.14285714285714,67.73164218958611,69.4065934065934,-90.73626373626374,-92.41121495327103,0.43340424071913813,0.42294513410089457,3268804211480.3745,5570835800367.234,256800263404.1113,1214482781608.8843,0.0460972594789426,-5314035536963.123,0.021522013872920576,0.07002022244691608,0.0,0.05263157894736842,0.5668016194331983,0.3805668016194332,0.000707
