ID,True Composition,Z_by_element,n_Li,χ⁻,χ⁺(excl Li⁺),r⁺(excl Li⁺) (pm),r⁻ (pm),nₕₒₛₜ cₐₜᵢₒₙ,ρ⁺(excl Li⁺) (C m⁻³),Φ⁺(excl Li⁺) (|Z| pm⁻¹),Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity
dm9,Li48.0La24.0Zr8.0Sb8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2608695652173913,3.44,1.336,98.98,138.2,0.217391304347826,282418815505.9165,0.0420533655193223,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822
32j,Li56.0La24.0Hf16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Hf"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2916666666666667,3.44,1.1800000000000002,100.18,138.2,0.2083333333333333,204829942300.2331,0.0373525108184676,0.00024,0.00024,exact,0.00024,1.0,-3.619788758288394
8y4,Li52.8La23.0Y1.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2086,101.28458333333332,138.2,0.211864406779661,192154400921.27094,0.0374888748773467,0.000317,0.000317,exact,0.000317,1.0,-3.4989407377822483
ucw,Li52.8La22.0Y2.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2116,100.70916666666668,138.2,0.211864406779661,193697967787.86868,0.0376401032989162,0.000436,0.000436,exact,0.000436,1.0,-3.360513510731414
ff9,Li52.8La20.0Y4.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2175999999999998,99.55833333333334,138.2,0.211864406779661,196785101521.06412,0.0379425601420552,0.000226,0.000226,exact,0.000226,1.0,-3.6458915608525992
8ee,Li51.2Al1.52La24.0Zr16.0O94.4,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}]",0.2736212056434374,3.4399999999999995,1.207302504816956,100.51782273603084,138.2,0.2218896964514749,206071597510.664,0.0367128843679487,0.00031,0.00031,exact,0.00031,1.0,-3.5086383061657274
8k7,Li40.0La24.0Ta16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2272727272727272,3.44,1.2600000000000002,98.98,138.2,0.2272727272727272,273725097131.007,0.0441157958426222,1.54e-06,1.54e-06,exact,1.54e-06,1.0,-5.8124792791635365
b7v,Li40.0La24.0Bi16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Bi"", ""value"": 5.0}]",0.2272727272727272,3.44,1.42,101.78,138.2,0.2272727272727272,215131736344.2541,0.0414460780699296,2.2e-05,2.2e-05,exact,2.2e-05,1.0,-4.657577319177793
66a,Li54.0La24.0Zr14.0Nb2.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2842105263157894,3.44,1.2055000000000002,101.8675,138.2,0.2105263157894736,190617928232.692,0.0370005751724143,0.0008,0.0008,exact,0.0008,1.0,-3.0969100130080562
3rh,Li52.0La24.0Nb10.0Y6.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Nb"", ""value"": 5.0}, {""element"": ""Y"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.243,101.71,138.2,0.2127659574468085,244888377580.3261,0.0394280744119787,0.00027,0.00027,exact,0.00027,1.0,-3.5686362358410126
kh3,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.209,101.68,138.2,0.2127659574468085,195805475496.9441,0.037761280792455,0.00092,0.00092,exact,0.00092,1.0,-3.036212172654445
zqx,Li52.8La24.0Zr12.8Ta3.2O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2796610169491525,3.44,1.2056,101.86,138.2,0.211864406779661,190610834054.67325,0.0373376464557772,0.00073,0.00073,exact,0.00073,1.0,-3.136677139879544
o5q,Li54.4La24.0Zr14.4Ta1.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2857142857142857,3.44,1.1988,102.22,138.2,0.2100840336134453,180221551170.1315,0.0364903777824215,0.00028,0.00028,exact,0.00028,1.0,-3.552841968657781
0ew,Li48.0La24.0Zr8.0Ta8.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2608695652173913,3.44,1.2260000000000002,100.78,138.2,0.217391304347826,221778682708.2984,0.0398794524758441,0.00016,0.00016,exact,0.00016,1.0,-3.795880017344075
tbj,Li40.0La24.0Sb16.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Sb"", ""value"": 5.0}]",0.2272727272727272,3.44,1.48,95.38,138.2,0.2272727272727272,395005362726.2432,0.0484636219295787,3.33e-06,3.33e-06,exact,3.33e-06,1.0,-5.47755576649368
dbs,Li52.0La24.0Zr12.0Ta4.0O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.209,101.68,138.2,0.2127659574468085,195805475496.9441,0.037761280792455,0.000794,0.000794,exact,0.000794,1.0,-3.1001794975729036
bt0,Li52.0La23.6Ba0.4Zr11.6Ta4.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2086,101.87461904761903,138.2,0.2127659574468085,197960072888.8996,0.0378565853989185,0.000832,0.000832,exact,0.000832,1.0,-3.079876673709276
dti,Li52.0La23.2Ba0.8Zr11.2Ta4.8O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2082000000000002,102.06923809523808,138.2,0.2127659574468085,200114670280.85516,0.037951890005382,0.000834,0.000834,exact,0.000834,1.0,-3.078833949362261
7gm,Li52.0La22.4Ba1.6Zr10.4Ta5.6O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2074,102.45847619047618,138.2,0.2127659574468085,204423865064.76617,0.038142499218309,0.000631,0.000631,exact,0.000631,1.0,-3.1999706407558657
c71,Li52.0La21.6Ba2.4Zr9.6Ta6.4O96.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ba"", ""value"": 2.0}, {""element"": ""Zr"", ""value"": 4.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.2765957446808511,3.44,1.2066,102.84771428571428,138.2,0.2127659574468085,208733059848.67725,0.038333108431236,0.000492,0.000492,exact,0.000492,1.0,-3.3080348972326394
rgo,Li56.0La24.0Ta16.0O104.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""Ta"", ""value"": 5.0}, {""element"": ""O"", ""value"": -2.0}]",0.28,3.44,1.2600000000000002,98.98,138.2,0.2,273725097131.007,0.0441157958426222,2.65e-06,2.65e-06,exact,2.65e-06,1.0,-5.576754126063192
ar1,Li16.0Sn4.0S12.0Se4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.5725,1.96,69.0,187.5,0.1111111111111111,465678965568.46185,0.0579710144927536,7.5e-05,7.5e-05,exact,7.5e-05,1.0,-4.1249387366083
klr,Li16.0Sn4.0S8.0Se8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.565,1.96,69.0,191.0,0.1111111111111111,465678965568.46185,0.0579710144927536,3.6e-05,3.6e-05,exact,3.6e-05,1.0,-4.443697499232712
o0a,Li16.0Ge3.0Sn1.0Se16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.55,1.9975,51.75,198.0,0.1111111111111111,1295169622987.2844,0.0797101449275362,6e-06,6e-06,exact,6e-06,1.0,-5.221848749616356
qer,Li16.0Ge2.0Sn2.0Se16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.55,1.985,57.5,198.0,0.1111111111111111,1018672737181.0104,0.072463768115942,1.8e-06,1.8e-06,exact,1.8e-06,1.0,-5.7447274948966935
1ty,Li16.0Ge4.0S12.0Se4.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.5725,2.01,46.0,187.5,0.1111111111111111,1571666508793.5586,0.0869565217391304,8.5e-06,8.5e-06,exact,8.5e-06,1.0,-5.070581074285707
zv5,Li16.0Ge4.0S8.0Se8.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""S"", ""value"": -2.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.565,2.01,46.0,191.0,0.1111111111111111,1571666508793.5586,0.0869565217391304,2.8e-05,2.8e-05,exact,2.8e-05,1.0,-4.552841968657781
xk3,Li16.0Ge4.0Se16.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Se"", ""value"": -2.0}]",0.4444444444444444,2.55,2.01,46.0,198.0,0.1111111111111111,1571666508793.5586,0.0869565217391304,5e-06,5e-06,exact,5e-06,1.0,-5.301029995663981
zzr,Li20.0Ge2.0P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4,2.58,2.13,26.666666666666668,184.0,0.12,26472007992911.816,0.2250639386189258,0.0076,0.0076,exact,0.0076,1.0,-2.1191864077192086
kop,Li20.0Ge1.32Sn0.66P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4001600640256102,2.58,2.1248829431438123,29.140468227424744,184.0,0.1196478591436574,26433221212168.305,0.2223267669726026,0.0064,0.0064,exact,0.0064,1.0,-2.193820026016113
rty,Li20.0Ge0.66Sn1.32P4.0S24.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}, {""element"": ""S"", ""value"": -2.0}]",0.4001600640256102,2.58,2.1193645484949832,31.678929765886284,184.0,0.1196478591436574,26311155697364.195,0.2191276976109623,0.0048,0.0048,exact,0.0048,1.0,-2.318758762624413
