ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),ir_mean_nonLi,d_electrons_mean_nonLi,covalent_radius_mean_nonLi,cation_entropy,d_electrons_std_nonLi,s_electrons_mean_nonLi,p_electrons_mean_nonLi,atomic_mass_mean_nonLi,ir_std_nonLi,n_elements
1xf,Li9.0Al3.0Ge9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.872432432432433,3.44,1.8246153846153843,2.078,-1.6153846153846154,-1.362,2.46,102.8527027027027,138.2,37.59615384615385,28.625,-109.575,-100.60384615384616,0.2071273516642547,0.2720416341979294,6499361208431.257,28978758058.690765,18444682655272.92,23940781009227.16,636.4897563214009,18415703897214.227,0.164221904375357,0.2090440312435197,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000336,90.9264705882353,0.8823529411764707,74.70588235294119,0.0,2.836367870880281,4.764705882352941,5.852941176470589,23.962638547058823,55.43439847785918,5
tjh,Li10.2Al4.2Ge7.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.8479144385026736,3.44,1.787462686567164,2.062,-1.652537313432836,-1.378,2.46,102.47727272727272,138.2,38.49626865671642,28.635,-109.565,-99.70373134328358,0.2071997105643994,0.2785547659675573,6426773670972.424,28978758058.690765,17885510828429.855,23924303875118.023,617.193835298472,17856532070371.164,0.1591025388101389,0.2081603649685491,0.0,0.267379679144385,0.6417112299465241,0.0909090909090909,0.000264,91.72058823529413,0.7647058823529411,74.70588235294119,0.0,2.657495764253298,4.741176470588235,5.7705882352941185,23.42548017764706,54.603408530817845,5
8fn,Li10.8Al4.8Ge7.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Ge"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""P"", ""value"": 5.0}]",2.835851063829788,3.44,1.7697058823529417,2.0540000000000003,-1.6702941176470585,-1.3859999999999997,2.46,102.29255319148936,138.2,38.9264705882353,28.64,-109.56,-99.27352941176468,0.2072358900144718,0.2816676598280412,6391059058126.988,28978758058.690765,17618259587659.277,23916065308063.46,607.9715201036898,17589280829600.586,0.1566557832091155,0.2077185318310638,0.0,0.2659574468085106,0.6382978723404256,0.0957446808510638,0.000137,92.11764705882354,0.7058823529411764,74.70588235294119,0.0,2.5613577714208517,4.729411764705882,5.729411764705883,23.156900992941175,54.17876983049745,5
mdj,Li7.2Ti12.0Si1.2P16.8O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.85978021978022,3.44,1.7367741935483871,1.9184000000000003,-1.7032258064516128,-1.5215999999999996,2.46,105.19780219780218,138.2,41.32258064516128,35.04,-103.16,-96.87741935483872,0.2535455861070912,0.2990056486625274,6138027349113.047,28978758058.690765,17961992364056.96,22243025377328.527,619.8330628137509,17933013605998.27,0.1609324223779976,0.1960006481931615,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,8.6e-05,97.70588235294119,0.23529411764705882,76.58823529411765,0.0,0.6443794794178425,4.8235294117647065,5.811764705882354,22.357084329411762,48.09489970009949,5
t1l,Li7.8Ti12.0Si1.8P16.2O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Si"", ""value"": 4.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.84792349726776,3.44,1.72015873015873,1.9126,-1.71984126984127,-1.5274,2.46,105.0792349726776,138.2,41.9920634920635,35.36,-102.84,-96.2079365079365,0.2558610709117221,0.3038499529092873,5915737924286.049,28978758058.690765,17128612526623.871,21549719533268.8,591.0747621389862,17099633768565.182,0.1558685631175233,0.1925425376762275,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00032,97.70588235294119,0.23529411764705882,76.64705882352942,0.0,0.6443794794178425,4.8235294117647065,5.805882352941176,22.340094552941174,48.09489970009949,5
my9,Li7.2Al1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.863736263736264,3.44,1.7483870967741937,1.9328,-1.6916129032258065,-1.5072,2.46,104.8653846153846,138.2,40.346774193548384,33.830000000000005,-104.36999999999998,-97.8532258064516,0.2447901591895804,0.2919448205032445,6524117522716.212,28978758058.690765,19095353841408.188,23648393609244.05,658.9431404456433,19066375083349.496,0.1664696703854889,0.2028668357224506,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.000595,97.62352941176472,0.21176470588235297,76.29411764705884,0.32508297339144826,0.6153739684998598,4.800000000000001,5.764705882352942,22.145352571764704,48.14053604887117,5
9s4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000722,97.58235294117648,0.19999999999999998,76.20588235294119,0.42270908780599087,0.6000000000000001,4.788235294117647,5.73529411764706,22.022496916470587,48.163285202760946,5
iqt,Li8.4Al2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8440217391304348,3.44,1.7265625,1.9356,-1.7134375,-1.5044,2.46,104.30434782608694,138.2,40.75,33.26,-104.94,-97.45,0.2406657018813314,0.2948625180897251,6459651771422.128,28978758058.690765,18517163671478.57,23667150153040.12,638.9909337720998,18488184913419.883,0.161691367473453,0.2028168022178717,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000388,97.54117647058824,0.18823529411764706,76.11764705882354,0.500402423538188,0.5839846421642756,4.776470588235294,5.7058823529411775,21.89964126117647,48.18598842992492,5
xa0,Li9.0Al3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8343243243243244,3.44,1.7161538461538464,1.937,-1.7238461538461536,-1.503,2.46,104.02837837837838,138.2,40.94230769230769,32.975,-105.225,-97.2576923076923,0.2386034732272069,0.2962540354002004,6427941591055.849,28978758058.690765,18241411436589.062,23676528424938.152,629.4752659739481,18212432678530.37,0.1594124845461743,0.2027917854655822,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000248,97.50000000000001,0.17647058823529413,76.02941176470588,0.5623351446188083,0.5672735741760562,4.764705882352941,5.676470588235294,21.776785605882353,48.208645795248856,5
f4x,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.864285714285714,3.44,1.7499999999999998,1.9348,-1.6900000000000002,-1.5052,2.46,105.03296703296704,138.2,40.83870967741935,34.440000000000005,-103.76,-97.36129032258064,0.2492040520984081,0.2955044115587508,6516793510941.982,28978758058.690765,19073854322974.16,23621734206385.85,658.2012343090696,19044875564915.47,0.165950819512586,0.2022234606400512,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,1.82e-05,96.8294117647059,0.2705882352941177,76.47058823529413,0.32508297339144826,0.8027633933756227,4.811764705882354,5.8235294117647065,22.439641529411766,49.17648606810902,5
txm,Li7.8Cr1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8546448087431693,3.44,1.7396825396825395,1.9372,-1.7003174603174604,-1.5028,2.46,104.83333333333331,138.2,41.27777777777778,34.46,-103.73999999999998,-96.92222222222222,0.2493487698986975,0.2986814600418074,6480782526358.724,28978758058.690765,18769932561215.93,23617782776854.797,647.7134914892188,18740953803157.24,0.1632766731733443,0.201876756346562,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,3.51e-05,96.39117647058825,0.28823529411764703,76.47058823529412,0.42270908780599087,0.8706875936942876,4.805882352941177,5.8235294117647065,22.463930352941176,49.702659223728006,5
v1t,Li8.4Cr2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.845108695652174,3.44,1.7296875,1.9396,-1.7103125,-1.5004,2.46,104.63586956521738,138.2,41.70312500000001,34.480000000000004,-103.71999999999998,-96.496875,0.249493487698987,0.3017592257597685,6445162965520.935,28978758058.690765,18475508354512.645,23613831347323.727,637.5534906324882,18446529596453.957,0.1606860939072038,0.2015300520530727,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000149,95.9529411764706,0.3058823529411765,76.47058823529412,0.500402423538188,0.9333498103669978,4.800000000000001,5.8235294117647065,22.488219176470587,50.21949606942635,5
d6b,Li9.0Cr3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.835675675675676,3.44,1.72,1.942,-1.72,-1.4979999999999998,2.46,104.44054054054054,138.2,42.11538461538461,34.5,-103.7,-96.08461538461538,0.2496382054992764,0.3047422909941,6409928481016.527,28978758058.690765,18190143354169.457,23609879917792.664,627.7061051867339,18161164596110.77,0.1581752247723292,0.2011833477595835,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000386,95.51470588235296,0.3235294117647059,76.47058823529412,0.5623351446188083,0.9917479588286686,4.794117647058824,5.8235294117647065,22.512508,50.72728197605506,5
x9a,Li7.2Ga1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8659340659340664,3.44,1.7548387096774192,1.9408,-1.6851612903225808,-1.4992,2.46,104.95604395604396,138.2,40.612903225806456,34.160000000000004,-104.04,-97.58709677419353,0.247178002894356,0.2938705009103217,6519161834493.12,28978758058.690765,19080806498559.76,23630354904112.0,658.4411402281403,19051827740501.062,0.1661529286659653,0.2024740759902414,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.000162,97.72352941176472,0.3294117647058824,76.3529411764706,0.32508297339144826,1.2212648726927982,4.8235294117647065,5.835294117647059,22.648193294117647,48.086656207208996,5
3ta,Li7.8Ga1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8571038251366123,3.44,1.746825396825397,1.9462,-1.6931746031746029,-1.4938,2.46,104.71857923497268,138.2,40.94444444444444,34.04,-104.16,-97.25555555555556,0.2463096960926194,0.2962694967036501,6484315599197.307,28978758058.690765,18780195296604.195,23630713823444.004,648.0676383221327,18751216538545.504,0.1635750247807136,0.2022526793718473,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000261,97.73235294117649,0.3764705882352941,76.29411764705883,0.42270908780599087,1.4223135303254035,4.8235294117647065,5.841176470588236,22.776758,48.08253150199289,5
gjy,Li8.4Ga2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8483695652173915,3.44,1.7390625000000002,1.9516,-1.7009374999999998,-1.4884,2.46,104.4836956521739,138.2,41.265625,33.919999999999995,-104.28,-96.934375,0.2454413892908827,0.2985935238784371,6449848127328.62,28978758058.690765,18488978194709.742,23631072742776.01,638.0183083506878,18459999436651.05,0.161077680391876,0.2020312827534532,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000128,97.74117647058824,0.4235294117647059,76.23529411764707,0.500402423538188,1.596882776560673,4.8235294117647065,5.847058823529412,22.905322705882355,48.078404823586055,5
lz8,Li9.0Ga3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Ga"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.83972972972973,3.44,1.7315384615384617,1.957,-1.7084615384615385,-1.483,2.46,104.25135135135136,138.2,41.57692307692308,33.8,-104.4,-96.62307692307692,0.2445730824891461,0.300846042524769,6415753276777.435,28978758058.690765,18206721619027.42,23631431662108.02,628.2781885322102,18177742860968.73,0.1586571773688488,0.201809886135059,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000122,97.75000000000001,0.47058823529411764,76.1764705882353,0.5623351446188083,1.7529016971472162,4.8235294117647065,5.852941176470589,23.033887411764706,48.07427617148036,5
6st,Li7.2Fe1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8661538461538463,3.44,1.7554838709677418,1.9416,-1.684516129032258,-1.4983999999999995,2.46,104.98076923076924,138.2,40.68548387096774,34.25,-103.95,-97.51451612903224,0.2478292329956584,0.2943956864758881,6518271671179.518,28978758058.690765,19078193438510.15,23627114709650.484,658.350968660252,19049214680451.457,0.1660825275228593,0.20238677857279,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00018,97.91176470588236,0.2823529411764706,76.47058823529413,0.32508297339144826,0.8759769632464135,4.8235294117647065,5.8235294117647065,22.484922705882354,48.032536550488864,5
t9r,Li7.8Fe1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.857431693989071,3.44,1.747777777777778,1.9474,-1.692222222222222,-1.4926,2.46,104.75546448087432,138.2,41.0515873015873,34.175,-104.025,-97.14841269841268,0.247286541244573,0.2970447706337721,6482987650647.506,28978758058.690765,18776337922245.25,23625853531751.73,647.9345279123928,18747359164186.56,0.1634710992837476,0.2021217332456702,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000246,98.01470588235296,0.30588235294117644,76.47058823529412,0.42270908780599087,0.9704277942259426,4.8235294117647065,5.8235294117647065,22.53185211764706,48.00099344776437,5
xr7,Li8.4Fe2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.848804347826087,3.44,1.7403125000000002,1.9532,-1.6996874999999998,-1.4868,2.46,104.53260869565216,138.2,41.40625,34.1,-104.1,-96.79375,0.2467438494934877,0.2996110709117222,6448087152077.799,28978758058.690765,18483915390863.63,23624592353852.984,637.8436009379043,18454936632804.938,0.1609412781771082,0.2018566879185503,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000392,98.11764705882354,0.32941176470588235,76.47058823529412,0.500402423538188,1.0559437963443237,4.8235294117647065,5.8235294117647065,22.578781529411764,47.969208693691854,5
pg8,Li9.0Fe3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.84027027027027,3.44,1.7330769230769232,1.959,-1.7069230769230768,-1.481,2.46,104.31216216216217,138.2,41.75,34.025,-104.17499999999998,-96.45,0.2462011577424023,0.3020984081041968,6413563956195.331,28978758058.690765,18200490475832.207,23623331175954.234,628.0631640241689,18171511717773.52,0.1584892977199038,0.2015916425914305,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000174,98.22058823529413,0.3529411764705882,76.47058823529412,0.5623351446188083,1.1345471483521123,4.8235294117647065,5.8235294117647065,22.62571094117647,47.937181807590434,5
1wm,Li7.2Sc1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.860989010989011,3.44,1.7403225806451614,1.9228,-1.6996774193548383,-1.5172,2.46,105.2445054945055,138.2,41.45967741935484,35.21000000000001,-102.98999999999998,-96.74032258064514,0.2547756874095515,0.2999976658419308,6513767709846.575,28978758058.690765,19064972132661.832,23610720290398.57,657.8947273740816,19035993374603.14,0.1655756974152151,0.2017583092393112,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00069,97.87058823529414,0.22352941176470592,76.70588235294119,0.32508297339144826,0.6207485156834315,4.8235294117647065,5.8235294117647065,22.356815788235295,48.03908659446441,5
do2,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968257,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555556,0.2577062228654124,0.3053143592217398,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.477,0.1627229215057967,0.2011790292454519,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000703,97.9529411764706,0.2176470588235294,76.82352941176471,0.42270908780599087,0.6085037523376471,4.8235294117647065,5.8235294117647065,22.339691741176473,48.01094382162882,5
uaj,Li8.4Sc2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.838586956521739,3.44,1.7109375000000002,1.9156,-1.7290624999999995,-1.5243999999999998,2.46,105.05434782608695,138.2,42.90625,36.02,-102.18,-95.29375,0.2606367583212735,0.3104649059334298,6439177141614.803,28978758058.690765,18458299110782.52,23591803515349.16,636.9596334459492,18429320352723.824,0.1599592948435476,0.2005997492515927,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000515,98.03529411764707,0.21176470588235294,76.94117647058825,0.500402423538188,0.595949418443009,4.8235294117647065,5.8235294117647065,22.322567694117645,47.98264319983744,5
5u3,Li7.2In1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8656043956043957,3.44,1.7538709677419353,1.9396,-1.6861290322580649,-1.5004,2.46,105.23626373626372,138.2,41.435483870967744,35.18,-103.01999999999998,-96.76451612903224,0.2545586107091172,0.299822603986742,6513835690267.928,28978758058.690765,19065171688092.258,23610967739132.297,657.9016136398775,19036192930033.566,0.1655869328092029,0.2017722411278561,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00039,97.93529411764708,0.4470588235294118,76.64705882352942,0.32508297339144826,2.2202590328631437,4.847058823529412,5.905882352941177,23.178722705882354,48.030124629989444,5
