ID,True Composition,Z_by_element,χₐₗₗ,χ⁻,χ⁺(incl Li⁺),χ⁺(excl Li⁺),χ⁺(incl Li⁺) - χ⁻,χ⁺(excl Li⁺) - χ⁻,χₘₐₓ - χₘᵢₙ,rₐₗₗ (pm),r⁻ (pm),r⁺(incl Li⁺) (pm),r⁺(excl Li⁺) (pm),r⁺(excl Li⁺) - r⁻,r⁺(incl Li⁺) - r⁻,r⁺(excl Li⁺) / r⁻,r⁺(incl Li⁺) / r⁻,ρₐₗₗ (C m⁻³),ρ⁻ (C m⁻³),ρ⁺(incl Li⁺) (C m⁻³),ρ⁺(excl Li⁺) (C m⁻³),ρ⁺(incl Li⁺) / ρ⁻,ρ⁺(incl Li⁺) - ρ⁻,Φ⁺(incl Li⁺) (|Z| pm⁻¹),Φ⁺(excl Li⁺) (|Z| pm⁻¹),nₕₐₗᵢdₑ,nₕₒₛₜ cₐₜᵢₒₙ,nₐₙᵢₒₙ,n_Li,Ionic conductivity (S cm-1),conductivity_value,conductivity_qualifier,conductivity_used,sample_weight,log10_conductivity,r_ratio_x_chi_diff,log_rho_ratio,n_Li × r⁻ (pm),chi_range_x_r_avg,field_x_r_diff
do2,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968257,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555556,0.2577062228654124,0.3053143592217398,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.477,0.1627229215057967,0.2011790292454519,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000703,0.000703,exact,0.000703,1.0,-3.153044674980176,-0.523492969573529,2.8110794592412742,9.817486338797812,258.6663114754098,-15.622304480787072
5u3,Li7.2In1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8656043956043957,3.44,1.7538709677419353,1.9396,-1.6861290322580649,-1.5004,2.46,105.23626373626372,138.2,41.435483870967744,35.18,-103.01999999999998,-96.76451612903224,0.2545586107091172,0.299822603986742,6513835690267.928,28978758058.690765,19065171688092.258,23610967739132.297,657.9016136398775,19036192930033.566,0.1655869328092029,0.2017722411278561,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00039,0.00039,exact,0.00039,1.0,-3.408935392973501,-0.5055395971092583,2.818160951595597,9.112087912087906,258.88120879120873,-16.022939430573093
2eq,Li7.8In1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.856612021857924,3.44,1.7453968253968255,1.9444,-1.6946031746031744,-1.4955999999999998,2.46,105.13661202185791,138.2,42.15873015873016,35.57,-102.63,-96.04126984126984,0.2573806078147612,0.3050559345783659,6476370039779.396,28978758058.690765,18757115338295.027,23601633075974.453,647.2711943108875,18728136580236.336,0.1627395070873977,0.2011999270782693,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000393,0.000393,exact,0.000393,1.0,-3.4056074496245734,-0.5169487551680372,2.8110862799204543,9.817486338797812,258.63606557377045,-15.629708914016009
yn6,Li8.4In2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.847717391304348,3.44,1.7371875,1.9492,-1.7028124999999998,-1.4908,2.46,105.03804347826086,138.2,42.859375,35.96,-102.23999999999998,-95.340625,0.2602026049204052,0.3101257235890015,6439311624622.262,28978758058.690765,18458685749428.96,23592298412816.61,636.9729755859285,18429706991370.27,0.159981063419399,0.2006276130286825,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000302,0.000302,exact,0.000302,1.0,-3.5199930570428495,-0.5280859586988965,2.8041210072130998,10.515217391304342,258.3935869565217,-15.252694574570137
p4l,Li7.2La1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.858131868131868,3.44,1.7319354838709675,1.9124,-1.7080645161290324,-1.5275999999999998,2.46,105.66446886446886,138.2,42.692473118279565,36.73866666666667,-101.46133333333331,-95.50752688172042,0.2658369512783406,0.308918039929664,6512121968150.418,28978758058.690765,19060141084456.984,23604729790624.56,657.7280173930995,19031162326398.293,0.1651907117659903,0.2012809270342724,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,8e-05,8e-05,exact,8e-05,1.0,-4.096910013008056,-0.5276519423959907,2.818046341996187,9.112087912087906,259.93459340659336,-15.776956344600848
qkr,Li7.8La1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.845464480874317,3.44,1.713015873015873,1.9036,-1.7269841269841266,-1.5363999999999998,2.46,105.77540983606558,138.2,44.01428571428571,37.908,-100.292,-94.18571428571428,0.2742981186685962,0.3184825304941079,6473813503505.734,28978758058.690765,18749689209119.152,23592276153212.848,647.0149331846917,18720710451060.46,0.162154609356941,0.2004629559378938,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000523,0.000523,exact,0.000523,1.0,-3.281498311132726,-0.5500142748850624,2.810914304354738,9.817486338797812,260.20750819672134,-15.272647707004458
e0z,Li8.4La2.4Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8329347826086955,3.44,1.6946875,1.8948,-1.7453125,-1.5452,2.46,105.88514492753622,138.2,45.29479166666667,39.07733333333333,-99.12266666666666,-92.90520833333332,0.2827592860588518,0.3277481307284129,6435921435215.883,28978758058.690765,18448938954885.62,23579822515801.137,636.6366328577964,18419960196826.93,0.1592133851481745,0.1996449848415152,0.0,0.2717391304347826,0.6521739130434783,0.0760869565217391,0.000498,0.000498,exact,0.000498,1.0,-3.3027706572402824,-0.5720229094119331,2.8038916248446197,10.515217391304342,260.4774565217391,-14.791752716646391
vus,Li9.0La3.0Ti9.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""La"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.820540540540541,3.44,1.676923076923077,1.886,-1.763076923076923,-1.554,2.46,105.99369369369369,138.2,46.53589743589744,40.24666666666667,-97.95333333333332,-91.66410256410256,0.2912204534491076,0.3367286355708932,6398439010907.544,28978758058.690765,18157442554628.504,23567368878389.426,626.5776648486516,18128463796569.81,0.1563626601458316,0.1988270137451366,0.0,0.2702702702702703,0.6486486486486487,0.081081081081081,0.000281,0.000281,exact,0.000281,1.0,-3.55129368009492,-0.593678486714221,2.7969749098468895,11.205405405405394,260.74448648648644,-14.332842916803422
h7r,Li6.0Ti8.4Sn3.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8978888888888887,3.44,1.8136666666666668,1.9804,-1.6263333333333332,-1.4595999999999998,2.46,105.72222222222224,138.2,40.76666666666667,35.419999999999995,-102.78,-97.43333333333332,0.2562952243125904,0.294983116256633,6582510993074.773,28978758058.690765,19689575463106.938,23602619593976.57,679.4485610194054,19660596705048.246,0.1707520580263353,0.2019395066686394,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,2.28e-05,2.28e-05,exact,2.28e-05,1.0,-4.642065152999546,-0.4797408747387041,2.8321565832009052,7.677777777777769,260.0766666666667,-16.636942187032602
9ky,Li6.0Ti3.6Sn8.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.916555555555556,3.44,1.8696666666666664,2.0476,-1.5703333333333336,-1.3924,2.46,106.1,138.2,41.900000000000006,36.78,-101.42,-96.29999999999998,0.2661360347322721,0.3031837916063676,6572504522159.4375,28978758058.690765,19659556050360.93,23566596298681.363,678.4126500709372,19630577292302.24,0.1696660996281239,0.2006363565907857,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,9.42e-06,9.42e-06,exact,9.42e-06,1.0,-5.025949097207123,-0.476099614085866,2.831493937427877,7.677777777777769,261.006,-16.33884539418833
4ea,Li6.0Ti2.4Sn9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""Sn"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.9212222222222226,3.44,1.8836666666666664,2.0644,-1.5563333333333331,-1.3756,2.46,106.19444444444444,138.2,42.18333333333333,37.12,-101.07999999999998,-96.01666666666664,0.2685962373371924,0.3052339604438012,6570002904430.603,28978758058.690765,19652051197174.426,23557590474857.56,678.15367233382,19623072439115.73,0.1693946100285711,0.2003105690713224,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,3.15e-06,3.15e-06,exact,3.15e-06,1.0,-5.501689446210399,-0.47504578710403583,2.8313281178852945,7.677777777777769,261.23833333333334,-16.264705806243295
7kf,Li10.2Al1.8Ti9.6P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8205913978494626,3.44,1.6943939393939391,1.942244897959184,-1.7456060606060606,-1.497755102040816,2.46,104.02284946236558,138.2,41.88257575757576,32.994897959183675,-105.20510204081631,-96.31742424242424,0.2387474526713724,0.3030577117046003,6385963721569.262,28978758058.690765,17944118200679.39,24126485091753.89,619.2162605566848,17915139442620.7,0.1564822287557662,0.2056321478781372,0.0,0.2634408602150537,0.6451612903225806,0.0913978494623656,0.00122,0.00122,exact,0.00122,1.0,-2.9136401693252516,-0.5290193782649545,2.7918423523539673,12.631182795698924,255.89620967741934,-15.07196521346921
i8k,Li7.2In1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""In"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8656043956043957,3.44,1.7538709677419353,1.9396,-1.6861290322580649,-1.5004,2.46,105.23626373626372,138.2,41.435483870967744,35.18,-103.01999999999998,-96.76451612903224,0.2545586107091172,0.299822603986742,6513835690267.928,28978758058.690765,19065171688092.258,23610967739132.297,657.9016136398775,19036192930033.566,0.1655869328092029,0.2017722411278561,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,8.22e-05,8.22e-05,exact,8.22e-05,1.0,-4.0851281824599495,-0.5055395971092583,2.818160951595597,9.112087912087906,258.88120879120873,-16.022939430573093
hzf,Li7.8Al1.2Sc0.6Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.852459016393443,3.44,1.7333333333333338,1.9292,-1.706666666666666,-1.5107999999999997,2.46,104.77185792349728,138.2,41.09920634920635,34.235,-103.965,-97.10079365079363,0.2477206946454414,0.2973893368249374,6486561882879.094,28978758058.690765,18786720215870.34,23638935221719.348,648.2928004651386,18757741457811.65,0.1636027044289232,0.2022875557285914,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000972,0.000972,exact,0.000972,1.0,-3.0123337350737254,-0.5075444681812263,2.8117711986264666,9.817486338797812,257.7387704918033,-15.885952443464653
x61,Li7.8Al0.9Sc0.9Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851775956284153,3.44,1.7313492063492062,1.9267,-1.7086507936507938,-1.5133,2.46,104.86612021857924,138.2,41.37301587301587,34.58,-103.62,-96.82698412698412,0.2502170767004341,0.299370592424138,6483988568750.304,28978758058.690765,18779245351020.043,23629516892007.977,648.0348575665797,18750266592961.35,0.1633827586981416,0.2020104241078066,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00124,0.00124,exact,0.00124,1.0,-2.906578314837765,-0.5115198003412117,2.811598367046002,9.817486338797812,257.97065573770493,-15.819859783087832
czo,Li7.8Al0.6Sc1.2Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.851092896174864,3.44,1.7293650793650797,1.9242,-1.7106349206349205,-1.5158,2.46,104.9603825136612,138.2,41.6468253968254,34.925,-103.275,-96.5531746031746,0.2527134587554269,0.3013518480233386,6481415254621.515,28978758058.690765,18771770486169.75,23620098562296.605,647.7769146680208,18742791728111.06,0.16316281296736,0.2017332924870217,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000429,0.000429,exact,0.000429,1.0,-3.3675427078152755,-0.5155029946265904,2.8114254666581986,9.817486338797812,258.2025409836065,-15.753887569182629
o8s,Li7.8Sc1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Sc"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.849726775956284,3.44,1.7253968253968257,1.9192,-1.7146031746031745,-1.5208,2.46,105.14890710382512,138.2,42.19444444444444,35.614999999999995,-102.585,-96.00555555555556,0.2577062228654124,0.3053143592217398,6476268626363.936,28978758058.690765,18756820756469.164,23601261902873.867,647.2610288709033,18727841998410.477,0.1627229215057967,0.2011790292454519,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.000452,0.000452,exact,0.000452,1.0,-3.344861565188618,-0.523492969573529,2.8110794592412742,9.817486338797812,258.6663114754098,-15.622304480787072
lap,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.00113,0.00113,exact,0.00113,1.0,-2.94692155651658,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
yp3,Li6.0Ti12.0P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8838888888888894,3.44,1.7716666666666667,1.93,-1.6683333333333332,-1.5099999999999998,2.46,105.43888888888888,138.2,39.91666666666666,34.4,-103.79999999999998,-98.28333333333332,0.2489146164978292,0.2888326097443319,6590015846261.276,28978758058.690765,19712090022666.45,23629637065447.984,680.2254942307567,19683111264607.76,0.1715665268249938,0.2029168692270296,0.0,0.2777777777777778,0.6666666666666666,0.0555555555555555,6e-05,6e-05,exact,6e-05,1.0,-4.221848749616356,-0.481869070590127,2.8326529048625826,7.677777777777769,259.37966666666665,-16.862130144783137
tzl,Li6.3Al0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.878808864265928,3.44,1.7657024793388432,1.9307000000000003,-1.6742975206611568,-1.5092999999999996,2.46,105.29432132963989,138.2,40.02685950413223,34.2575,-103.9425,-98.17314049586776,0.247883502170767,0.2896299529966153,6573404357500.609,28978758058.690765,19554083232426.73,23634326201397.0,674.772990368455,19525104474368.04,0.1702607206297487,0.2029043608508849,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.0011,0.0011,exact,0.0011,1.0,-2.958607314841775,-0.4849267122114404,2.8291576904424276,8.03933518005539,259.0240304709141,-16.715029647312008
hyj,Li6.6Al0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8737569060773485,3.44,1.7598360655737704,1.9314,-1.6801639344262296,-1.5085999999999995,2.46,105.15055248618783,138.2,40.135245901639344,34.115,-104.08499999999998,-98.06475409836064,0.2468523878437048,0.2904142250480416,6556884644920.94,28978758058.690765,19398666717436.84,23639015337346.016,669.4098718153712,19369687959378.15,0.1689763210934421,0.2028918524747401,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00067,0.00067,exact,0.00067,1.0,-3.1739251972991736,-0.48794350697006206,2.8256921126278676,8.398895027624306,258.67035911602204,-16.57062137647403
mg4,Li7.8Al1.8Ti10.2P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""Al"", ""value"": 3.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.853825136612022,3.44,1.7373015873015876,1.9342,-1.7026984126984124,-1.5058,2.46,104.58333333333334,138.2,40.5515873015873,33.544999999999995,-104.655,-97.64841269841268,0.2427279305354558,0.2934268256265362,6491708511136.674,28978758058.690765,18801669945570.93,23657771881142.08,648.8086862622562,18772691187512.234,0.1640425958904865,0.2028418189701612,0.0,0.273224043715847,0.6557377049180328,0.0710382513661202,0.0062,0.0062,exact,0.0062,1.0,-2.207608310501746,-0.49961739023743706,2.812116655584286,9.817486338797812,257.27500000000003,-16.01849910363316
d4q,Li6.3Cr0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.878947368421053,3.44,1.766115702479339,1.9312,-1.673884297520661,-1.5087999999999997,2.46,105.3365650969529,138.2,40.15289256198347,34.41,-103.79,-98.04710743801652,0.2489869753979739,0.2905419143414144,6571558138466.108,28978758058.690765,19548575091340.324,23627661350682.45,674.5829152425558,19519596333281.637,0.1701277918937158,0.202743517080285,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.00018,0.00018,exact,0.00018,1.0,-3.744727494896694,-0.4863335481876865,2.8290353378762476,8.03933518005539,259.1279501385041,-16.68053788999567
6he,Li6.6Cr0.6Ti11.4P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8740331491712707,3.44,1.760655737704918,1.9324,-1.679344262295082,-1.5075999999999998,2.46,105.23480662983424,138.2,40.38524590163934,34.419999999999995,-103.78,-97.81475409836064,0.2490593342981186,0.2922231975516595,6553202406957.101,28978758058.690765,19387740732658.89,23625685635916.92,669.0328375492435,19358761974600.2,0.1687126427809833,0.2025701649335404,0.0,0.2762430939226519,0.6629834254143647,0.0607734806629834,0.00026,0.00026,exact,0.00026,1.0,-3.5850266520291822,-0.4907433501179016,2.825447434384334,8.398895027624306,258.8776243093922,-16.50258566690644
pwy,Li7.2Cr1.2Ti10.8P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Cr"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.864285714285714,3.44,1.7499999999999998,1.9348,-1.6900000000000002,-1.5052,2.46,105.03296703296704,138.2,40.83870967741935,34.440000000000005,-103.76,-97.36129032258064,0.2492040520984081,0.2955044115587508,6516793510941.982,28978758058.690765,19073854322974.16,23621734206385.85,658.2012343090696,19044875564915.47,0.165950819512586,0.2022234606400512,0.0,0.2747252747252747,0.6593406593406593,0.0659340659340659,0.00043,0.00043,exact,0.00043,1.0,-3.3665315444204134,-0.49940245553428886,2.8183586923811976,9.112087912087906,258.3810989010989,-16.157185917835065
rc1,Li6.3Fe0.3Ti11.7P18.0O72.0,"[{""element"": ""Li"", ""value"": 1.0}, {""element"": ""O"", ""value"": -2.0}, {""element"": ""Fe"", ""value"": 3.0}, {""element"": ""Ti"", ""value"": 4.0}, {""element"": ""P"", ""value"": 5.0}]",2.8794182825484764,3.44,1.7675206611570249,1.9329,-1.672479338842975,-1.5071,2.46,105.32340720221606,138.2,40.11363636363637,34.3625,-103.8375,-98.0863636363636,0.2486432706222865,0.2902578608077885,6571930749495.515,28978758058.690765,19549686765568.555,23629006476498.61,674.621276935834,19520708007509.863,0.1701615352682486,0.2027843465634697,0.0,0.2770083102493075,0.6648199445983379,0.0581717451523545,0.00013,0.00013,exact,0.00013,1.0,-3.886056647693163,-0.4854502751377864,2.8290600343185033,8.03933518005539,259.0955817174515,-16.690526225243342
